"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"46789","ko","아트사이드 갤러리","https://korean.visitseoul.net/attractions/2024-artside/KOP72zzo1?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP72zzo1"," 서울 종로구 통의동 32 ","03044 서울 종로구 자하문로6길 15 (통의동, 갤러리 아트싸이드) ","02-725-1020","","https://artside.org/","화요일~토요일 10:00~18:00","","일요일,월요일 정기휴무 9/16~18 추석 연휴 휴무","지하철 3호선 경복궁역 3번 출구,  282m","갤러리,전시,아트사이드갤러리,서촌,미술관",""
"2406","ko","아트선재센터","https://korean.visitseoul.net/attractions/아트선재센터/KOP002405?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002405","110-200 서울 종로구 소격동 144-2 144-2","03062 서울 종로구 율곡로3길 87 (소격동, 아트선재센타) ","02-733-8949","","http://www.artsonje.org/","12:00~19:00","화요일~일요일","-월요일 -1월 1일 -설날, 추석 연휴","지하철 3호선 안국역 1번 출구,  709m","광화문,박물관,현대미술,행위예술,아트선재센터,음악회,관광지,안국역,미술관,씨네코드,단편영화,독립영화,전시",""
"32734","ko","안녕인사동 ","https://korean.visitseoul.net/attractions/안녕인사동/KOP032734?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP032734"," 서울 종로구 관훈동 155-2 안녕인사동 ","03145 서울 종로구 인사동길 49 (관훈동) 안녕인사동 ","02-6954-2910","","https://www.instagram.com/anyounginsadong/","10:00 ~ 22:00","월요일~일요일 ","","지하철 3호선 안국역 6번 출구,  229m","안녕인사동,금옥당인사동, 인사동관광,anyounginsadong, 나인트리프리미어인사동,인사동놀거리,라인프렌즈인사동",""
"4281","ko","안중근의사기념관","https://korean.visitseoul.net/attractions/안중근의사기념관/KOP004281?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004281","100-802 서울 중구 남대문로5가 471 ","04636 서울 중구 소월로 91 (남대문로5가, 안중근의사기념관) ","02-3789-1016","","http://www.ahnjunggeun.or.kr/","하절기(3월~10월)  10:00 ~ 18:00 동절기(11월~2월)  10:00 ~ 17:00 * 종료 1시간 전 입장 마감","화요일 ~ 일요일 ","-월요일 (월요일이 공휴일인 경우 개관하고 다음 날 휴관) -1월 1일 -설날(당일) -추석(당일)","지하철 4호선 회현역 3번 출구,  689m"," 서울역,기념관,독립운동가,회현역,명동, 안중근, 유적지, 전시, 안중근의사기념관,역사",""
"2175","ko","암사동 선사주거지","https://korean.visitseoul.net/attractions/암사동-선사주거지/KOP002174?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002174","134-876 서울 강동구 암사동 139-2 ","05239 서울 강동구 올림픽로 875 (서울 암사동 유적) ","02-3425-6520","","http://sunsa.gangdong.go.kr","AM 09:30 ~ PM 06:00 (입장 마감 PM 05:30) ","화요일~일요일","월요일?신정 휴관 (단, 월요일이 공휴일일 때에는 공휴일 다음의 첫 번째 평일) ","지하철 8호선 암사역사공원역 3번 출구,  773m","관광지,신석기시대,암사역,암사동선사주거지,전시, 선사유적지, 암사동유적,유적지, 토기, 역사",""
"43448","ko","애플하우스","https://korean.visitseoul.net/attractions/2023024/KOPc29hhb?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPc29hhb"," 서울 동작구 사당동 138-4 ","07008 서울 동작구 동작대로27다길 29 (사당동, 서광시티뷰) 2층","02-595-1629","","","10:30~21:00","매일","없음","지하철 4/ 7호선 이수역 10번 출구,  158m","즉석떡볶이, 무침군만두,오래가게, 분식, 순대볶음, 사당동",""
"1846","ko","약현성당","https://korean.visitseoul.net/attractions/약현성당/KOP001845?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001845","100-858 서울 중구 중림동 149-2 149-2","04506 서울시 중구 청파로 447-1 ","02-362-1891","","http://www.yakhyeon.or.kr/","전시관 09:00~18:00 미사시간 월요일 06:00 / 화요일 19:00 / 수요일 10:00 / 목요일 19:00 / 금요일 10:00 / 토요일 18:00 / 일요일 09:30, 11:00. 18:00  (*금요일 성지 미사 - 서소문 공원 안 서소문 순교성지 현양탑 아래에서 함) 미사 시간 전후로 성당 개방하지 않음 ","화요일~일요일","-월요일 -설날, 추석 연휴","지하철 2/5호선 충정로역 4번 출구,  481m","서울역,종교,순교자기념관,결혼식,서양식,약현성당,중림동성당,고딕성당,성당,천주교",""
"1153","ko","양화진외국인선교사묘원","https://korean.visitseoul.net/attractions/양화진외국인선교사묘원/KOP001153?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001153","121-883 서울 마포구 합정동 142-1 ","04084 서울 마포구 양화진길 46 (합정동, 양화진홍보관) ","02-332-9174","","http://www.yanghwajin.net/","개방시간 10:00~17:00 안내시간 월~토요일 AM 10:00, 11:30 / PM 02:00, 03:30  (※ 신정 (1월 1일), 설 연휴, 추석 연휴, 성탄절에는 안내를 제공치 않습니다.) ","월요일~토요일","일요일 ※신정 (1월 1일), 설 연휴, 추석 연휴, 성탄절에는 안내를 제공치 않습니다.) ","지하철 2/6호선 합정역 7번 출구,  319m","기념관,합정역,홍대,양화진,양화진외국인선교사묘원,합정동, 한국선교기념관,선교사","장애인화장실,장애인 전용 주차장,접근가능"
"47187","ko","삼세영","https://korean.visitseoul.net/attractions/2024-samsy/KOPzcpf02?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPzcpf02"," 서울 종로구 평창동 437-2 삼세영","03003 서울 종로구 평창44길 2 (평창동) 삼세영","02-391-0333","","https://www.samseyoung.com/","11:00-18:00","화요일~토요일","일요일~월요일","지하철 3호선 경복궁역 3번 출구, 1711번 버스 탑승 후 평창동삼성아파트에서 하차,  301m ","삼세영,평창동전시,건축,고미술,현대미술전시,현대미술,전시,문화예술",""
"44215","ko","서촌한옥마을","https://korean.visitseoul.net/attractions/SeochonHanokVillage/KOPhyd9ee?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhyd9ee"," 서울 종로구 누하동 15 ","03037 서울 종로구 필운대로 45 (누하동) ","","","","","","","지하철 3호선 경복궁역 2번 출구,  617m","서촌,서촌한옥마을,한옥마을",""
"43444","ko","엘부림양복점","https://korean.visitseoul.net/attractions/2023022/KOPoqlgy2?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPoqlgy2"," 서울 동대문구 답십리동 488-46 ","02621 서울 동대문구 전농로 24 (답십리동, 계림빌딩) ","0507-1491-6000","","https://www.instagram.com/elburim_official/","월요일~토요일 10:00~19:00","","일요일","지하철 5호선 답십리역 4번 출구,  386m","맞춤정장, 결혼예복, 맞춤셔츠, 동대문, 답십리, 양복제작,오래가게",""
"50888","ko","역전회관","https://korean.visitseoul.net/attractions/yukjeon/KOPz0vpvy?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPz0vpvy"," 서울 마포구 염리동 173-21 ","04155 서울 마포구 토정로37길 47 (염리동) ","02-703-0019","","https://www.yukjeon.com/","평일 11:00~22:00 (브레이크 타임 15:00~17:00),  주말 11:00~21:30 (브레이크 타임 15:00~16:30)","매일","","지하철 5호선 마포역 2번 출구, 459m","오래가게,바싹불고기,불고기,낙지볶음,마포,막걸리,내한",""
"28340","ko","연세대 캠퍼스","https://korean.visitseoul.net/attractions/연세대-캠퍼스/KOP028340?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028340","120-749 서울 서대문구 신촌동 134 ","03722 서울 서대문구 연세로 50 (신촌동, 연세대학교) ","02-2123-2114","","https://www.yonsei.ac.kr/sc/index.jsp","","","","지하철 2호선 신촌역 2번 출구,  564m","연세대 캠퍼스,캠퍼스, 언더우드, 홍대, 연세대학교, 대학교, 신촌",""
"28327","ko","연희사진관","https://korean.visitseoul.net/attractions/연희사진관/KOP028327?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028327"," 서울 서대문구 대현동 54-18 ","03767 서울 서대문구 이화여대길 16 ","02-363-2039","","www.instagram.com/yonhee_photo_studio","월요일-금요일 11:00~20:00, 토요일 11:00~19:00, ※일요일 14:00~18:00(전화 문의 필수)","매일","없음","지하철 2호선 이대역 3번 출구,  50m ","신촌,취업사진,증명사진,오래가게,사진관,여권사진,이대",""
"2250","ko","영학정","https://korean.visitseoul.net/attractions/영학정/KOP002250?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002250","158-050 서울 양천구 목동 915 409-74","07990 서울 양천구 목동동로 316-8 (영학정) ","010-5234-2322","","http://www.hwalsarang.com","양궁 일일체험 평일[화,수] 오후 2시 ~ 4시  평일 선예약 반드시 인터넷이나 전화로 예약 요망. 주말에는 회원들만 이용할 수 있음.","","","지하철 5호선 오목교역 4번 출구,  538m","오목교역,활쏘기체험,안양천,자연,영학정,옛군사훈령장,목동,양천구,양궁",""
"4525","ko","영휘원 숭인원(홍릉)","https://korean.visitseoul.net/attractions/영휘원-숭인원홍릉/KOP004524?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004524","130-868 서울 동대문구 청량리동 205 ","02456 서울 동대문구 홍릉로 90 (영휘원) ","02-962-0556","","http://royaltombs.cha.go.kr/tombs/selectTombInfoList.do?tombseq=135&mn=RT_01_07_02","2월 ~ 5월, 9월 ~ 10월 09:00 - 18:00 (매표 시간09:00 - 17:00) 6월 ~ 8월 09:00 - 18:30 (매표 시간 09:00 - 17:30) 11월 ~ 1월 09:00 - 17:30 (매표 시간 09:00 - 16:30)","화요일~일요일","월요일 ","지하철 1호선/ 경의중앙선/ 수인분당선  청량리역 2번 출구,  884m","역사,청량리역,의릉,서울왕릉,현충사,홍릉,유적지,청량리,가을단풍,영휘원,조선,숭인원,조선왕릉,동대문구",""
"43489","ko","예문사","https://korean.visitseoul.net/attractions/2023102/KOP5ietpk?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5ietpk"," 서울 중구 을지로3가 315-5 ","04550 서울 중구 을지로 126-1 ","02-2278-4395","","","09:00~19:00","월요일~금요일","주말","지하철 2/3호선 을지로3가역 10번 출구,  38m "," 수제도장,수제인감, 붓글씨, 캘리그라피, 을지로3가, 인감도장,오래가게",""
"3629","ko","예술가의 집 (구 서울대학교 본관)","https://korean.visitseoul.net/attractions/예술가의-집-구-서울대학교-본관/KOP003629?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003629","110-809 서울 종로구 동숭동 1-130","110-809 서울특별시 종로구 동숭길 3 (동숭동) ","02-760-4715","","https://www.arko.or.kr/arthouse/","층별로 상이 ","월요일~토요일","일요일, 법정 공휴일","지하철 4호선 혜화역 2번 출구,  200m","한국문화예술위원회,예술, 동대문,예술가의집, 혜화역","장애인화장실,장애인 전용 주차장,접근가능"
"50010","ko","예술의전당 서울서예박물관","https://korean.visitseoul.net/attractions/SeoulCalligraphyMuseum/KOPx6grff?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPx6grff"," 서울 서초구 서초동 700 ","06757 서울 서초구 남부순환로 2406 (서초동, 예술의전당) ","1688-1352","","www.sac.or.kr","화-일 10:00-19:00","","월요일","지하철 3호선 남부터미널역 5번출구, 1.4km","예술의전당,서울서예박물관,서예,서화,한국서예사,전시","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"1539","ko","서울광장","https://korean.visitseoul.net/attractions/서울광장/KOP001538?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001538","100-101 서울 중구 태평로1가 31","100-101 서울특별시 중구 세종대로 110  ","02-120","","http://plaza.seoul.go.kr/","매주 월요일 '잔디 쉬는 날' 운영","","","지하철 1/2호선 시청역 5번 출구, 89m "," 아이스링크,문화행사, 문화공간,서울광장, 시청, 시청역, 잔디",""
"4325","ko","예술의전당 한가람미술관","https://korean.visitseoul.net/attractions/예술의-전당-한가람미술관/KOP004325?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004325","137-070 서울 서초구 서초동 700","06757 서울특별시 서초구 남부순환로 2406  (서초동) ","1668-1352","","https://www.sac.or.kr/site/main/home","10:00~19:00","화~일","월요일","지하철 3호선 남부터미널역(예술의전당) 5번 출구,  695m"," 예술의전당, 한가람미술관, 예술,남부터미널역,미술관, 혼자전시회, 미술전시회, 문화,전시, 예술의전당전시","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"42312","ko","옛날집낙원아구찜","https://korean.visitseoul.net/attractions/백년가게-옛날집낙원아구찜/KOP042312?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042312"," 서울 종로구 낙원동 48 ","03133 서울 종로구 삼일대로 436 (낙원동) ","02-741-3621","","","11:30 ~ 22:00","","","지하철 1 / 3 / 5호선 종로3가역 5번 출구,  167m ","옛날집낙원아구찜,해물찜,아귀찜,아귀탕,백년가게,오래가게,해물탕",""
"45397","ko","옛시장실 재현 공간","https://korean.visitseoul.net/attractions/formermayorsoffice/KOP678cv8?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP678cv8"," 서울 중구 태평로1가 31 서울도서관 3층","04524 서울 중구 세종대로 110 (태평로1가, 서울특별시청) 서울도서관 3층","02-2133-2970 ","","https://lib.seoul.go.kr/rwww/html/ko/oldMayorRoom.jsp","매주 화요일~일요일, 09~18시(월요일 및 법정공휴일 휴관)	","화요일~일요일 ","월요일 ","지하철 1/2호선 시청역 5번 출구,  53m","통통투어, 서울도서관, 서울시장, 시장실,시청","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"12492","ko","오장동함흥냉면","https://korean.visitseoul.net/attractions/오장동함흥냉면/KOP012488?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP012488","100-310 서울 중구 오장동 90-10 ","04559 서울 중구 마른내로 108 (오장동, 오장동함흥냉면) ","02-2267-9500","","","11:00 ~ 20:00 (Break Time 15:30 ~ 17:00)","월요일, 수요일~일요일","화요일, 명절 휴무","지하철 2 / 5호선 을지로4가역  8번 출구,  356m","회냉면,오장동함흥냉면,물냉면,을지로4가역,비빔냉면,미쉐린가이드,홍어회,을지로맛집",""
"47356","ko","옥상정원 (The Roof)","https://korean.visitseoul.net/attractions/2024-stnrooftop/KOPyz09up?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPyz09up"," 서울 중구 봉래동2가 122-11 ","04509 서울 중구 한강대로 405 (봉래동2가, 경부고속철도서울민자역사) ","","","https://www.hanwhaconnect.co.kr/ ","24시간","","연중무휴","지하철 1호선/ 4호선/ 공항철도/ 경의중앙선 서울역 1번 출구,  300m","커넥트플레이스,서울데이트코스,서울역피크닉,서울산책로,서울역근처가볼만한곳,서울역공원,서울나들이,서울명소",""
